2023.08.29.,"오세훈, 생선회 회식하며 ""안심하고 수산물 소비""","오세훈 서울시장이 전문가들과 횟집에서 식사하며 수산물 안전을 강조했다. 29일 서울시에 따르면 오 시장은 전날 종로구 한 횟집을 찾아 생선회로 저녁 식사를 했다. 후쿠시마 원전 오염수 방류로 확대된 먹거리 불안을 해소하고 우리 수산물 소비를 촉진하기 위해서다. 서울시의사회 박명하 회장과 이세라·황규석 부회장, 한동우 구로구 의사회 회장, 김성배 중구 의사회 부회장 등 서울시의사회 대표단 5명과 강건욱 서울대 핵의학과 교수 등이 동석했다. 오 시장은 전문가들로부터 오염수 방류 이후 수산물 소와 관련한 국민적 불안에 대한 의견을 들었다. 강건욱 교수는 ""후쿠시마 인근 8개 현의 수산물 수입 금지는 아직도 시행 중이고 원전 오염수에 대한 막연한 공포감이 정치적으로 이용돼 안타깝다""고 했다. 그러면서 ""국민이 걱정하는 삼중수소는 수산물의 경우 자체적으로 다 배출하고 있어 채소나 과일에 비해 10분의 1 수준으로 걱정하지 않아도 되며 수산물을 많이 드시는 것이 더 좋다""고 덧붙였다. 오 시장은 ""우리 국민이 삼중수소 축적 등 수산물에 대한 잘못된 정보로 막연한 불안감을 가지고 있다""며 ""오늘 간담회를 통해 우리 연안 수산물의 안전성에 대한 과학적인 설명을 들었고 어려운 수산업계를 위해 안심하고 수산물을 소비해도 될 것 같다""고 말했다. 오 시장은 앞서 후쿠시마 원전 오염수 방류가 시작된 24일 수산물과 가공식품 중 의심 품목을 정밀검사하는 서울시 보건환경연구원을 찾아 수산물 먹거리 안전을 점검했다. 서울시는 모든 종류의 수산물을 매일 표본조사하고 검사대상을 기존 수입산에서 국내산 수산물까지 전면 확대한다. '시민 방사능 검사 청구 제도'를 확대해 시민이 신청하면 모두 식품 안전성 검사를 한다. 수산물과 가공식품 방사능 검사 결과는 식품안전정보 또는 서울시농수산식품공사 누리집에 실시간 공개한다. ",사회,3
2023.08.29.,"AG 앞두고 물오른 한국 배드민턴, 세계선수권 마치고 '금의환향'(종합)","최송아 기자 = 항저우 아시안게임을 앞두고 열린 세계개인선수권대회에서 역대 최고 성적을 거둔 한국 배드민턴 대표팀이 '금의환향'했다. 김학균 감독이 이끄는 배드민턴 대표팀은 덴마크 코펜하겐에서 열린 2023 세계개인선수권대회 일정을 마치고 29일 인천국제공항으로 귀국했다. 27일까지 열린 세계선수권대회에서 한국 배드민턴은 역대 최고 성적을 냈다. 여자단식에서 안세영(삼성생명)이, 남자복식에서 서승재-강민혁(이상 삼성생명)이, 혼합복식에선 서승재-채유정(인천국제공항)이 금메달을 획득했고, 여자복식에선 김소영(인천국제공항)-공희용(전북은행)이 동메달을 목에 걸었다. 특히 1977년 시작해 46년 역사를 지닌 세계선수권대회에서 한국 선수가 단식 종목 패권을 잡은 것은 '사상 최초'다. 올해만 각종 국제 대회에서 우승 7차례, 준우승 3차례를 기록하며 세계랭킹 1위를 달린 안세영은 이번 우승을 계기로 한국 배드민턴의 '전설'로 가는 길을 스스로 뚫어냈다.배드민턴 관계자를 비롯한 많은 환영객의 박수를 받으며 미소와 함께 입국장에 들어선 안세영은 ""세계 1위다운 자신감을 갖고 잘 풀어냈더니 좋은 결과를 가져올 수 있어서 매우 행복하다""며 ""아시안게임 목표는 당연히 금메달이다. 그만큼 과정도 중요하다고 생각하기에 어렵겠지만 잘 이겨내 보겠다""고 각오를 다졌다. 서승재는 남자복식과 혼합복식에서 모두 우승에 힘을 보태며 박주봉(1985년 남자복식·혼합복식, 1991년 남자복식·혼합복식), 김동문(1999년 남자복식·혼합복식)에 이어 한국 선수 세 번째로 단일 대회 다관왕에 오르는 기록을 썼다. 김소영-공희용은 2021년 3위, 지난해 준우승에 이어 3년 연속 시상대에 섰다. 5개 종목이 열리는 이 대회에서 한국이 3개 종목을 제패한 것은 처음이며, 4개 종목 입상은 역대 최다 타이기록이다. 항저우 아시안게임이 한 달 앞으로 다가온 가운데 세계선수권대회에서 이룬 쾌거는 아시안게임 효자 종목으로 부활을 예고하는 의미를 지닌다. 한국 배드민턴은 2018년 자카르타·팔렘방 대회 때 40년 만의 아시안게임 '노메달' 수모를 겪은 뒤 절치부심해 이번 항저우 대회를 준비해왔다.5년 전의 설욕은 물론, 1994 히로시마, 2002 부산 대회에서 남긴 아시안게임 최다 금메달 기록(4개) 경신의 기대감도 부풀고 있다. 한국, 중국, 일본을 비롯해 아시아 국가들이 강세를 보이는 종목의 특성상 이번 아시안게임의 결과는 내년 파리 올림픽 준비에도 중요하다. 김학균 대표팀 감독은 ""선수들이 준비 과정에서 항상 기대했던 것보다 이상을 노력해줬기에 이번 대회에서 좋은 성과가 난 것 같다""며 ""현재는 아시안게임에서 금메달 2개 이상을 목표로 두고 있는데, 기회가 된다면 더 많이 획득하고자 노력하겠다""고 밝혔다. 사기가 오를 대로 오른 대표팀 선수들은 진천 국가대표선수촌으로 복귀해 담금질을 이어간 뒤 다음 달 초 중국오픈 선수권대회로 아시안게임 실전 대비를 마무리할 계획이다. ",스포츠,6
2023.08.29.,귀국 인터뷰하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,귀국 인터뷰하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,귀국 인터뷰하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,귀국 인터뷰하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,한국 배드민턴 새 역사 쓴 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진 전 메달을 들어보이고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,2
2023.08.29.,"'대여투쟁' 전의 다진 野…""'폭주 권력·국정 표류' 바로잡겠다""","더불어민주당은 29일 1박 2일간의 정기국회 및 총선 대비 국회의원 워크숍을 마무리하면서 강력한 대여 투쟁 의지를 다지고 고강도 자기 개혁도 약속했다. 이재명 대표는 워크숍 마지막 날인 이날 발언에서 ""정부·여당의 국정은 그야말로 고장난 난파선처럼 표류중""이라며 ""민생 경제, 외교 안보, 국민 안전 등 모든 부분에서 퇴보하고 있고 국민 삶이 바람 앞의 촛불 같다""고 지적했다. 그러면서 ""사흘 뒤 시작하는 21대 국회 마지막 정기국회에서 우리 민주당의 손으로 폭주하는 권력과 탈선 중인 국정을 바로 잡아야 한다""며 ""무정부 상태라며 절규하는 국민들께 희망을 만들어드리자""고 강조했다. 박광온 원내대표는 ""윤석열 정부는 '이러다가 나라가 정말 잘못되는 것 아닌가' 걱정할 정도로 심각한 국정 난맥을 연일 보인다""며 ""민주당이 바로잡고 바른 방향을 제시하지 않으면 정말 국민들이 걱정할 것""이라고 지적했다. 그는 ""상임위 활동과 국정감사, 예산 심의에서 '팀플레이'로 집중력을 높이는 것이 '민주당이 유능한 정당이구나', '나라 살림을 맡겨도 되겠구나' 하는 믿음을 국민들께 드리는 중요한 계기가 될 것""이라고 덧붙였다.민주당은 전날 이뤄진 의원들 간의 토의 결과를 바탕으로 이번 정기국회에서 중점 추진할 '8대 과제'를 담은 결의문도 발표했다. 의원들은 결의문에서 ""대한민국은 퇴행의 시대에 직면했다""면서 ""퇴행의 시대를 끝내겠다. 대안 제시와 성과 있는 정치로 국민의 신뢰를 회복하고, 민생을 채우고 국민을 지키는 데 온 힘을 다하겠다""고 밝혔다. 추진 과제와 관련해선 우선 ""국민과 함께 윤석열 정부의 무능에 책임을 묻고 권력 사유화 및 권력형 게이트의 진상을 반드시 규명하겠다""면서 '1특검·4국조' 결행 의지를 재확인했다. 민주당이 추진하는 '1특검·4국조'는 해병대 채모 상병 사망 사건 수사 외압 의혹 특검과 서울-양평 고속도로·방송 장악·새만금 잼버리 파행·오송 지하차도 참사에 대한 국정조사다. 민주당은 또한 ""정치 윤리와 정치 문화를 철저하게 국민 눈높이에 맞추고 강도 높은 자기 개혁으로 국민의 신뢰를 회복하겠다""면서 당내 혁신도 결의했다. 이밖에 ▲ 후쿠시마 핵물질 오염수로부터 주권 보호 ▲ '묻지마' 흉악 범죄·여성 혐오 범죄·자연 재해 등 사회적 재난·일터에서의 사회적 죽음에서 국민 생명과 재산 보호 ▲ '민생경제회복 패키지법' 및 '사람 중심 예산안'·'정의로운 세법 개정' 추진 ▲ 혁신 성장을 통한 저성장 경기 침체 위기 극복 ▲ 국익 기반 균형·실리 외교 및 한반도 평화를 향한 노력 ▲ 양당 독식 완화·비례성 강화·소수 정당 원내 진입 뒷받침 등 3대 원칙 바탕의 선거제도 개혁 등도 추진 과제에 올랐다. ",정치,4
2023.08.29.,한국 배드민턴 새 역사 쓴 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진 전 메달을 들어보이고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,9
2023.08.29.,한국 배드민턴 새 역사 쓴 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진 전 메달을 들어보이고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,한국 배드민턴 새 역사 쓴 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진 전 메달을 들어보이고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,꽃다발 전달 받는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 김택규 대한배드민턴협회장으로부터 꽃다발을 받고 있다. 2023.8.29 ,스포츠,2
2023.08.29.,취재진 질문에 답하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,취재진 질문에 답하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,취재진 질문에 답하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,취재진 질문에 답하는 안세영,김도훈 기자 = 덴마크 코펜하겐에서 열린 2023 세계개인배드민턴선수권대회 여자단식에서 금메달을 획득한 안세영이 29일 오전 인천국제공항 제1여객터미널에서 취재진과 인터뷰를 하고 있다. 1977년 시작한 세계선수권대회에서 한국 선수가 단식 종목에서 우승을 차지한 것은 안세영이 처음이다. ,스포츠,0
2023.08.29.,"배지환, 열흘 만에 멀티 히트…그레인키 상대 2안타","하남직 기자 = 배지환(24·피츠버그 파이리츠)이 열흘 만에 멀티 히트(한 경기 2안타 이상)를 쳤다. 배지환은 29일(한국시간) 미국 미주리주 캔자스시티 카우프먼 스타디움에서 캔자스시티 로열스와 벌인 2023 미국프로야구 메이저리그 방문 경기에 1번 타자 중견수로 선발 출전해 5타수 2안타 1득점으로 활약했다. 1회 첫 타석에서 배지환은 '224승 투수' 잭 그레인키의 커브를 받아쳐, 2루 근처로 타구를 보냈다. 캔자스시티 유격수 보비 윗이 넘어지며 공을 막긴 했지만, 송구 동작으로 이어지지 못해 내야 안타가 됐다. 3회 다시 선두타자로 등장한 배지환은 그레인키의 시속 144㎞ 직구를 공략해 좌익수 쪽으로 날아가는 2루타를 쳤다. 배지환은 19일 미네소타 트윈스와의 경기(4타수 2안타) 이후 열흘·9경기 만에 멀티 히트를 달성했다. 올 시즌 개인 14번째 멀티 히트다. 단숨에 득점권에 자리한 배지환은 다음 타자 키브라이언 헤이스의 좌익수 쪽 2루타 때 홈을 밟아 시즌 42번째 득점도 했다. 배지환은 5회 2루 땅볼, 7회 중견수 뜬공, 9회 투수 땅볼로 돌아서 '3안타 경기'는 만들지 못했다. 배지환의 시즌 타율은 0.237에서 0.240(246타수 59안타)으로 올랐다. 피츠버그는 요한 오비에도의 개인 첫 완봉(9이닝 2피안타 무실점) 역투 속에 캔자스시티를 5-0으로 눌렀다. ",스포츠,5
